rank,slack_ns,required_time_ns,data_path_delay_ns,logic_delay_ns,route_delay_ns,route_ratio,logic_levels,startpoint,endpoint,path_class,main_cells
45,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[0][58]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
46,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[0][59]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
47,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[0][60]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
48,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[0][61]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
49,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[0][62]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
50,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[0][63]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
51,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][0]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
52,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][10]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
53,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][11]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
54,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][12]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
55,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][13]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
56,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][14]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
57,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][15]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
58,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][16]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
59,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][17]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
60,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][18]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
61,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][19]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
62,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][1]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
63,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][20]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
64,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][21]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
65,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][22]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
66,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][23]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
67,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][24]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
68,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][25]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
69,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][26]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
70,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][27]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
71,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][28]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
72,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][29]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
73,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][2]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
74,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][30]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
75,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][31]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
76,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][32]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
77,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][33]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
78,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][34]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
79,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][35]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
80,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][36]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
81,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][37]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
82,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][38]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
83,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][39]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
84,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][3]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
85,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][40]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
86,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][41]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
87,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][42]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
88,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][43]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
89,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][44]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
90,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][45]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
91,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][46]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
92,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][47]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
93,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][48]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
94,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][49]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
95,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][4]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
96,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][50]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
97,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][51]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
98,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][52]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
99,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][53]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
100,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][54]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
101,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][55]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
102,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][56]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
103,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][57]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
104,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][58]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
105,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][59]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
106,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][5]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
107,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][60]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
108,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][61]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
109,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][62]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
110,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][63]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
111,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][6]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
112,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][7]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
113,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][8]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
114,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[1][9]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
115,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][0]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
116,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][10]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
117,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][11]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
118,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][12]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
119,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][13]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
120,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][14]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
121,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][15]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
122,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][16]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
123,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][17]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
124,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][18]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
125,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][19]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
126,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][1]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
127,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][20]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
128,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][21]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
129,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][22]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
130,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][23]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
131,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][24]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
132,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][25]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
133,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][26]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
134,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][27]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
135,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][28]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
136,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][29]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
137,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][2]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
138,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][30]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
139,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][31]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
140,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][32]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
141,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][33]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
142,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][34]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
143,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][35]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
144,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][36]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
145,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][37]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
146,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][38]/D","P2 lane result capture","FDCE=2;LUT5=1;LUT6=4"
147,0.244,5.000,4.753,1.085,3.668,0.772,5,"uop_p2_q_reg[valid]/C","lane_result_q_reg[2][39]/D","P2 lane result capture","FDCE=2;LUT5=2;LUT6=3"
